nombre,gastos,cargo,region,territorio,partido,votos,ingresos,coalicion
NESTOR VERA ROJAS,40000,DIPUTADO,2,ANTOFAGASTA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,0,40000,Sin información
NANCY LANZARINI WALKER,160000,DIPUTADO,2,ANTOFAGASTA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,0,160000,Sin información
DANIEL VARGAS DOWNING,1015120,DIPUTADO,2,ANTOFAGASTA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,0,1015120,Sin información
SERGIO JAVIER PIZARRO GOMEZ,23511011,DIPUTADO,2,ANTOFAGASTA,INDEPENDIENTE,0,23511011,Independiente
CLAUDIA MENESES OLIVA,34750788,DIPUTADO,2,ANTOFAGASTA,INDEPENDIENTE,0,34750788,Independiente
ALEJANDRA POZO CORTEZ,15741572,DIPUTADO,2,ANTOFAGASTA,INDEPENDIENTE,0,15737572,Independiente
JAIME ARAYA GUERRERO,47387068,DIPUTADO,2,ANTOFAGASTA,INDEPENDIENTE,0,46438776,Independiente
IGNACIO LEON CUEVAS,28278942,DIPUTADO,2,ANTOFAGASTA,INDEPENDIENTE,0,28278942,Independiente
JANETT SHIRLEY GUERRA ABURTO,1836813,DIPUTADO,2,ANTOFAGASTA,INDEPENDIENTE,0,1836813,Independiente
MIRIAM CAROLINA GONZALEZ BERNAL,0,DIPUTADO,2,ANTOFAGASTA,INDEPENDIENTE,0,0,Independiente
SONYA IVONNE LANGENBACH RUIZ,6386163,DIPUTADO,2,CALAMA,PARTIDO DEMOCRATA CRISTIANO,0,6386163,Nueva Mayoría
MARCOS ANDRES ESPINOSA MONARDES,48377037,DIPUTADO,2,CALAMA,PARTIDO RADICAL SOCIALDEMOCRATA,0,48377037,Nueva Mayoría
CLAUDIO SANCHEZ BUSTOS,50000,DIPUTADO,2,CALAMA,PARTIDO PROGRESISTA,0,50000,Yo Marco por el Cambio
SANDRA CARMONA PIZARRO,7371277,DIPUTADO,2,CALAMA,PARTIDO IGUALDAD,0,7371277,Frente Amplio
HARRY ROBLEDO CORTES,3814683,DIPUTADO,2,CALAMA,AMPLITUD,0,2279194,Sumemos
PAOLA ANDREA HIGUERAS LABRA,4553279,DIPUTADO,2,CALAMA,AMPLITUD,0,4553279,Sumemos
JOHN MARTINEZ GALLARDO,3826660,DIPUTADO,3,CHANARAL,FEDERACION REGIONALISTA VERDE SOCIAL,0,3826630,Yo Marco por el Cambio
NELLY GALEB BOU,8697390,DIPUTADO,3,COPIAPO,RENOVACION NACIONAL,0,8643298,Chile Vamos
RENE AEDO ORMENO,11495006,DIPUTADO,3,COPIAPO,RENOVACION NACIONAL,0,11495006,Chile Vamos
SOFIA SLOVENA CID VERSALOVIC,51107749,DIPUTADO,3,COPIAPO,RENOVACION NACIONAL,0,51107749,Chile Vamos
CARLOS VILCHES GUZMAN,17096808,DIPUTADO,3,COPIAPO,UNION DEMOCRATA INDEPENDIENTE,0,17096808,Chile Vamos
JUAN PEREZ MARIN ,11858354,DIPUTADO,3,COPIAPO,UNION DEMOCRATA INDEPENDIENTE,0,11858354,Chile Vamos
NICOLAS NOMAN GARRIDO,36193968,DIPUTADO,3,COPIAPO,UNION DEMOCRATA INDEPENDIENTE,0,36193968,Chile Vamos
JORGE HIDALGO HIDALGO,14221002,DIPUTADO,3,COPIAPO,PARTIDO POR LA DEMOCRACIA,0,14221002,Nueva Mayoría
DANIELLA CICARDINI MILLA,64196900,DIPUTADO,3,COPIAPO,PARTIDO SOCIALISTA DE CHILE,0,64196900,Nueva Mayoría
MARIO RIVAS SILVA,48403633,DIPUTADO,3,COPIAPO,PARTIDO COMUNISTA DE CHILE,0,48403633,Nueva Mayoría
JUAN CARLOS MELENDEZ MACKENZIE,26958442,DIPUTADO,3,COPIAPO,PARTIDO RADICAL SOCIALDEMOCRATA,0,26958442,Nueva Mayoría
RAUL ANDRES PALACIOS AUSPONT,0,DIPUTADO,3,COPIAPO,PARTIDO MAS REGION,0,0,Sin información
INTI ELEODORO SALAMANCA FERNANDEZ,12978654,DIPUTADO,3,COPIAPO,PODER,0,12978654,Frente Amplio
JUAN MANUEL ANTONIO DIAZ MICHEA,410000,DIPUTADO,3,COPIAPO,PODER,0,410000,Frente Amplio
MARIO VARAS PIZARRO,3257208,DIPUTADO,3,COPIAPO,REVOLUCION DEMOCRATICA,0,3257208,Frente Amplio
SANDRA VERONICA GUERRA TURCATI,1897727,DIPUTADO,3,COPIAPO,FEDERACION REGIONALISTA VERDE SOCIAL,0,1897727,Yo Marco por el Cambio
CLARA MENESES COLOMA,2655460,DIPUTADO,3,COPIAPO,FEDERACION REGIONALISTA VERDE SOCIAL,0,2655460,Yo Marco por el Cambio
PEDRO JOSE CID CID,49022275,DIPUTADO,3,COPIAPO,INDEPENDIENTE,0,49022275,Independiente
LUIS ALBERTO ACUNA CASTILLO,6163600,DIPUTADO,3,COPIAPO,INDEPENDIENTE,0,6163600,Independiente
FABIOLA ESCARLEN EWERT DAZA,738000,DIPUTADO,3,COPIAPO,INDEPENDIENTE,0,738000,Independiente
ULISES CARABANTES AHUMADA,3905774,DIPUTADO,3,COPIAPO,INDEPENDIENTE,0,3905774,Independiente
HECTOR ZAMORA GARCIA,1400000,DIPUTADO,3,COPIAPO,INDEPENDIENTE,0,1400000,Independiente
PILAR SOTO RIVAS,26341600,DIPUTADO,3,TIERRA AMARILLA,PARTIDO DEMOCRATA CRISTIANO,0,26305727,Nueva Mayoría
YHANSS DELGADO QUEVEDO,0,DIPUTADO,3,TIERRA AMARILLA,FEDERACION REGIONALISTA VERDE SOCIAL,0,0,Yo Marco por el Cambio
JUAN RUBEN SANTANA CASTILLO,19869707,DIPUTADO,3,VALLENAR,PARTIDO SOCIALISTA DE CHILE,0,19869707,Nueva Mayoría
JOSE IGNACIO DIAZ MALDONADO,3261951,DIPUTADO,3,VALLENAR,PARTIDO MAS REGION,0,3261951,Sin información
JAIME MULET MARTINEZ,63439554,DIPUTADO,3,VALLENAR,FEDERACION REGIONALISTA VERDE SOCIAL,0,63439554,Yo Marco por el Cambio
PATRICIA ERIKA ALVAREZ OLAVE,0,DIPUTADO,3,VALLENAR,INDEPENDIENTE,0,0,Independiente
JOSE CAMPOS VELIZ,1666900,DIPUTADO,3,VALLENAR,INDEPENDIENTE,0,1666900,Independiente
SEBASTIAN MANUEL CAMPOS CAMPILLAY,6212367,DIPUTADO,3,HUASCO,PARTIDO MAS REGION,0,6212367,Sin información
CARLOS CRUZ-COKE CARVALLO,40808868,DIPUTADO,4,LA SERENA,RENOVACION NACIONAL,0,40808868,Chile Vamos
FRANCISCO DE BORJA EGUIGUREN CORREA,99677194,DIPUTADO,4,LA SERENA,RENOVACION NACIONAL,0,99677194,Chile Vamos
PEDRO PRADO MORENO,2007418,DIPUTADO,4,LA SERENA,PARTIDO DEMOCRATA CRISTIANO,0,2007418,Nueva Mayoría
CECILIA TIRADO SOTO,11053786,DIPUTADO,4,LA SERENA,PARTIDO DEMOCRATA CRISTIANO,0,11053786,Nueva Mayoría
CAROLINA INES HENRIQUEZ GUTIERREZ,18548959,DIPUTADO,4,LA SERENA,PARTIDO DEMOCRATA CRISTIANO,0,18548959,Nueva Mayoría
SERGIO GAHONA SALAZAR,70257798,DIPUTADO,4,LA SERENA,UNION DEMOCRATA INDEPENDIENTE,0,70257798,Chile Vamos
ALEJANDRA MARGARITA DIAZ MALUENDA,7758021,DIPUTADO,4,LA SERENA,PARTIDO POR LA DEMOCRACIA,0,7758021,Nueva Mayoría
RAUL SALDIVAR AUGER,41270033,DIPUTADO,4,LA SERENA,PARTIDO SOCIALISTA DE CHILE,0,41270033,Nueva Mayoría
ERNESTO VELASCO RODRIGUEZ,57090461,DIPUTADO,4,LA SERENA,PARTIDO RADICAL SOCIALDEMOCRATA,0,57011003,Nueva Mayoría
JULIO MOISES ZAPATA RODRIGUEZ,2975822,DIPUTADO,4,LA SERENA,PARTIDO PROGRESISTA,0,2975822,Yo Marco por el Cambio
MARISOL CESPEDES AGUIRRE,6963942,DIPUTADO,4,LA SERENA,REVOLUCION DEMOCRATICA,0,6963942,Frente Amplio
ANDREA GUZMAN HERRERA,11943734,DIPUTADO,4,LA SERENA,INDEPENDIENTE,0,11284487,Independiente
CAROLINA TORRES GONZALEZ,35458,DIPUTADO,4,LA SERENA,INDEPENDIENTE,0,200000,Independiente
ANGELA ERCILIA ROJAS BARRIOS,2708035,DIPUTADO,4,LA SERENA,INDEPENDIENTE,0,2708035,Independiente
ERNESTINA SARMIENTO RIVERA,8041093,DIPUTADO,4,LA SERENA,INDEPENDIENTE,0,8041093,Independiente
AGUSTIN GONZALEZ MORENO,1285200,DIPUTADO,4,LA HIGUERA,PARTIDO HUMANISTA,0,1285200,Frente Amplio
MAGALLANES ESPINOSA BERTRAN,9605529,DIPUTADO,4,LA HIGUERA,REVOLUCION DEMOCRATICA,0,9605529,Frente Amplio
CRISTIAN GALLEGUILLOS VEGA,18616086,DIPUTADO,4,COQUIMBO,PARTIDO DEMOCRATA CRISTIANO,0,17264610,Nueva Mayoría
MATIAS WALKER PRIETO,69900268,DIPUTADO,4,COQUIMBO,PARTIDO DEMOCRATA CRISTIANO,0,69900268,Nueva Mayoría
JUAN MANUEL FUENZALIDA COBO,16824637,DIPUTADO,4,COQUIMBO,UNION DEMOCRATA INDEPENDIENTE,0,16834820,Chile Vamos
DANIEL NUNEZ ARANCIBIA,63604179,DIPUTADO,4,COQUIMBO,PARTIDO COMUNISTA DE CHILE,0,63604179,Nueva Mayoría
TIRSO ANTONIO GONZALEZ ALQUINTA,7372553,DIPUTADO,4,COQUIMBO,PARTIDO ECOLOGISTA VERDE,0,7372553,Sin información
DANIELLA CORTES BAUER,7181519,DIPUTADO,4,COQUIMBO,PARTIDO IGUALDAD,0,7181519,Frente Amplio
JAIME ENRIQUE FERNANDEZ MADRID,5552416,DIPUTADO,4,COQUIMBO,PARTIDO IGUALDAD,0,5552416,Frente Amplio
NIDIA LEONOR MILLA IRARRAZABAL,200000,DIPUTADO,4,COQUIMBO,AMPLITUD,0,200000,Sumemos
PEDRO NOLASCO ARAYA AVILA,2392962,DIPUTADO,4,COQUIMBO,AMPLITUD,0,2357504,Sumemos
YERKO AVALOS VILLARROEL,12302713,DIPUTADO,4,COQUIMBO,AMPLITUD,0,12111990,Sumemos
PATRICIA AGUIRRE GONZALEZ,2086801,DIPUTADO,4,COQUIMBO,REVOLUCION DEMOCRATICA,0,2086801,Frente Amplio
PEDRO VELASQUEZ SEGUEL,30325788,DIPUTADO,4,COQUIMBO,INDEPENDIENTE,0,30290330,Independiente
FRANCESCA FIGARI SCHENCK,12383701,DIPUTADO,4,COQUIMBO,INDEPENDIENTE,0,12383701,Independiente
GABRIEL IGNACIO CABALLERO BERRIOS,281881,DIPUTADO,4,VICUNA,INDEPENDIENTE,0,246410,Independiente
ROBERTO MAURICIO VEGA CAMPUSANO,18723115,DIPUTADO,4,OVALLE,RENOVACION NACIONAL,0,18723115,Chile Vamos
IVON GUERRA AGUILERA,16378889,DIPUTADO,4,OVALLE,UNION DEMOCRATA INDEPENDIENTE,0,16378889,Chile Vamos
MIGUEL ANGEL ALVARADO RAMIREZ,18088882,DIPUTADO,4,OVALLE,PARTIDO POR LA DEMOCRACIA,0,18088882,Nueva Mayoría
JORGE ADRIAN MONSALVE VARGAS,260035,DIPUTADO,4,OVALLE,INDEPENDIENTE,0,260035,Independiente
NELSON RODRIGO GALVEZ PEREZ,4517669,DIPUTADO,4,OVALLE,INDEPENDIENTE,0,4517669,Independiente
ELISA CARMEN CORTES ARAYA,19285543,DIPUTADO,4,MONTE PATRIA,PARTIDO COMUNISTA DE CHILE,0,19285543,Nueva Mayoría
CESAR VALENCIA CORTES,8922311,DIPUTADO,4,MONTE PATRIA,INDEPENDIENTE,0,8423660,Independiente
DENIS CORTES AGUILERA,39073131,DIPUTADO,4,ILLAPEL,PARTIDO DEMOCRATA CRISTIANO,0,39073131,Nueva Mayoría
LUIS LEMUS ARACENA,37177806,DIPUTADO,4,ILLAPEL,PARTIDO SOCIALISTA DE CHILE,0,37177806,Nueva Mayoría
ALEJANDRO TELLO ARATA,1225264,DIPUTADO,4,SALAMANCA,AMPLITUD,0,1225264,Sumemos
ANNETTE RAPU ZAMORA,7942705,DIPUTADO,5,ISLA DE PASCUA,INDEPENDIENTE,0,7700000,Independiente
MARIO LUIS FUENTES ROMERO,23438457,DIPUTADO,5,LA LIGUA,PARTIDO DEMOCRATA CRISTIANO,0,23438457,Nueva Mayoría
LUIS SOTO PEREZ,13414858,DIPUTADO,5,LA LIGUA,PARTIDO IGUALDAD,0,13414858,Frente Amplio
RODRIGO SILVA ALFARO,2305258,DIPUTADO,5,ZAPALLAR,AMPLITUD,0,2305258,Sumemos
JEANNE CROOCKER VILLA,1560001,DIPUTADO,5,ZAPALLAR,AMPLITUD,0,1560001,Sumemos
GUSTAVO ALESSANDRI BALMACEDA,84412591,DIPUTADO,5,ZAPALLAR,INDEPENDIENTE,0,84412591,Independiente
PABLO KAST SOMMERHOFF,93228236,DIPUTADO,5,ZAPALLAR,INDEPENDIENTE,0,93228236,Independiente
MARCELA ALEJANDRA GUTIERREZ GARCES,20628266,DIPUTADO,5,PAPUDO,INDEPENDIENTE,0,20628266,Independiente
JOSE EGIDO ARRIOLA,19472961,DIPUTADO,5,VALPARAISO,RENOVACION NACIONAL,0,19437503,Chile Vamos
MARIELLA VALDES AVILA,14701494,DIPUTADO,5,VALPARAISO,PARTIDO DEMOCRATA CRISTIANO,0,14701494,Nueva Mayoría
JORGE CASTRO MUNOZ,46600753,DIPUTADO,5,VALPARAISO,UNION DEMOCRATA INDEPENDIENTE,0,46600753,Chile Vamos
RICARDO BRAVO OLIVA,25217763,DIPUTADO,5,VALPARAISO,PARTIDO SOCIALISTA DE CHILE,0,25217763,Nueva Mayoría
CYNTHIA LORENA BURGOS SANCHEZ,21931550,DIPUTADO,5,VALPARAISO,PARTIDO SOCIALISTA DE CHILE,0,21931550,Nueva Mayoría
MANUEL RIESCO LARRAIN,12188990,DIPUTADO,5,VALPARAISO,PARTIDO COMUNISTA DE CHILE,0,12188990,Nueva Mayoría
JORGE COULON LARRANAGA,31138713,DIPUTADO,5,VALPARAISO,PARTIDO COMUNISTA DE CHILE,0,31138712,Nueva Mayoría
EDSON ALEJANDRO CHAVEZ SEVERINO,10842516,DIPUTADO,5,VALPARAISO,PARTIDO COMUNISTA DE CHILE,0,10842516,Nueva Mayoría
IRMA DEL CARMEN TRONCOSO SAAVEDRA,9638415,DIPUTADO,5,VALPARAISO,PARTIDO RADICAL SOCIALDEMOCRATA,0,9638415,Nueva Mayoría
JOHN ALFREDO PARADA MONTERO,26396017,DIPUTADO,5,VALPARAISO,PARTIDO HUMANISTA,0,26396017,Frente Amplio
MARCOS ANTONIO MONTECINOS YANEZ,0,DIPUTADO,5,VALPARAISO,PARTIDO PROGRESISTA,0,0,Yo Marco por el Cambio
VICTOR MANUEL VILLALOBOS SOTO,146279,DIPUTADO,5,VALPARAISO,PARTIDO PROGRESISTA,0,146279,Yo Marco por el Cambio
JORGE RAULD GONZALEZ,33623052,DIPUTADO,5,VALPARAISO,PARTIDO IGUALDAD,0,33623052,Frente Amplio
LEONARDO CONTRERAS NEIRA,3442079,DIPUTADO,5,VALPARAISO,AMPLITUD,0,3442079,Sumemos
JORGE RUBEN CANALES GATICA,12606206,DIPUTADO,5,VALPARAISO,PODER,0,12606206,Frente Amplio
JORGE RENAULT MANRIQUEZ ,452000,DIPUTADO,5,VALPARAISO,UNION PATRIOTICA,0,452000,Partido Unión Patriótica (sin coalición)
CARLOS LEMUS CID,2463460,DIPUTADO,5,VALPARAISO,UNION PATRIOTICA,0,2463460,Partido Unión Patriótica (sin coalición)
LUIS QUIJADA LLANCAS,76958,DIPUTADO,5,VALPARAISO,UNION PATRIOTICA,0,76958,Partido Unión Patriótica (sin coalición)
JEAN PIERRE GUTIERREZ ECHEVERRIA,1558241,DIPUTADO,5,VALPARAISO,UNION PATRIOTICA,0,1558241,Partido Unión Patriótica (sin coalición)
BARBARA GONZALEZ CID,412500,DIPUTADO,5,VALPARAISO,UNION PATRIOTICA,0,412500,Partido Unión Patriótica (sin coalición)
JORGE BRITO HASBUN,28611191,DIPUTADO,5,VALPARAISO,REVOLUCION DEMOCRATICA,0,28611191,Frente Amplio
MABEL LUCILA ZUNIGA VALENCIA,25317027,DIPUTADO,5,VALPARAISO,INDEPENDIENTE,0,25317027,Independiente
MAURICIO EDUARDO LILLO CAVAGNARO,8675778,DIPUTADO,5,VALPARAISO,INDEPENDIENTE,0,8675778,Independiente
IVAN ROJAS OVANDO ,3173620,DIPUTADO,5,VALPARAISO,INDEPENDIENTE,0,3173620,Independiente
DANN ALEJANDRO ESPINOZA POZO,6970000,DIPUTADO,5,VALPARAISO,INDEPENDIENTE,0,6970000,Independiente
NICOLL ADRIANA ROJAS LABRA,1605358,DIPUTADO,5,VALPARAISO,INDEPENDIENTE,0,1605358,Independiente
TRINIDAD MORAN HERRERA,29020760,DIPUTADO,5,VINA DEL MAR,RENOVACION NACIONAL,0,29020460,Chile Vamos
ROSARIO PEREZ IZQUIERDO,31058403,DIPUTADO,5,VINA DEL MAR,RENOVACION NACIONAL,0,29440934,Chile Vamos
RENE LUES ESCOBAR,23116278,DIPUTADO,5,VINA DEL MAR,PARTIDO DEMOCRATA CRISTIANO,0,23116278,Nueva Mayoría
OSVALDO URRUTIA SOTO,72205342,DIPUTADO,5,VINA DEL MAR,UNION DEMOCRATA INDEPENDIENTE,0,72215342,Chile Vamos
RODRIGO GONZALEZ TORRES,42036368,DIPUTADO,5,VINA DEL MAR,PARTIDO POR LA DEMOCRACIA,0,42036368,Nueva Mayoría
MARCELO EDUARDO DIAZ DIAZ,47561335,DIPUTADO,5,VINA DEL MAR,PARTIDO SOCIALISTA DE CHILE,0,47561335,Nueva Mayoría
JUAN PABLO PAONESSA BARRIA,18694652,DIPUTADO,5,VINA DEL MAR,PARTIDO HUMANISTA,0,18504924,Frente Amplio
CARLOS HORACIO VIO VICUNA,3419000,DIPUTADO,5,VINA DEL MAR,AMPLITUD,0,3419000,Sumemos
ANA ARAYA ROMERO,1453471,DIPUTADO,5,VINA DEL MAR,UNION PATRIOTICA,0,1453471,Partido Unión Patriótica (sin coalición)
CLARISA RIOS INOSTROZA,2797800,DIPUTADO,5,VINA DEL MAR,UNION PATRIOTICA,0,2797800,Partido Unión Patriótica (sin coalición)
EDITH ESTAY OLGUIN,2736883,DIPUTADO,5,VINA DEL MAR,UNION PATRIOTICA,0,2736883,Partido Unión Patriótica (sin coalición)
JORGE ESTAY OLGUIN,3803792,DIPUTADO,5,VINA DEL MAR,UNION PATRIOTICA,0,3803792,Partido Unión Patriótica (sin coalición)
MARIO SOTO BENAVIDES,5358580,DIPUTADO,5,VINA DEL MAR,INDEPENDIENTE,0,5358580,Independiente
PILAR SOBERADO NUNEZ,12641600,DIPUTADO,5,VINA DEL MAR,INDEPENDIENTE,0,12641600,Independiente
MYRNA SEPULVEDA ZAMUDIO,6241440,DIPUTADO,5,VINA DEL MAR,INDEPENDIENTE,0,6241440,Independiente
JENNIFER VIOLETA LEIVA LABARCA,7711600,DIPUTADO,5,VINA DEL MAR,INDEPENDIENTE,0,7711600,Independiente
ERIKA MUNOZ BRAVO,41116257,DIPUTADO,5,VILLA ALEMANA,UNION DEMOCRATA INDEPENDIENTE,0,41116257,Chile Vamos
CAMILO SANCHEZ PIZARRO,27636975,DIPUTADO,5,VILLA ALEMANA,PARTIDO COMUNISTA DE CHILE,0,27636975,Nueva Mayoría
MARGGORIE ZUMARAN OYANEDEL,2000000,DIPUTADO,5,VILLA ALEMANA,PARTIDO PROGRESISTA,0,2000000,Yo Marco por el Cambio
JAIME ROBERTO ESPINOZA TOBAR,1301733,DIPUTADO,5,VILLA ALEMANA,AMPLITUD,0,1301733,Sumemos
ALEJANDRO VERGARA ARIAS,2106780,DIPUTADO,5,VILLA ALEMANA,PODER,0,2106780,Frente Amplio
JAVIERA TOLEDO MUNOZ,3451786,DIPUTADO,5,VILLA ALEMANA,PODER,0,3451786,Frente Amplio
SONIA CUBILLOS ESPINOZA,1874000,DIPUTADO,5,VILLA ALEMANA,UNION PATRIOTICA,0,1874000,Partido Unión Patriótica (sin coalición)
MAURICIO RIFFO MENDEZ,3566767,DIPUTADO,5,VILLA ALEMANA,UNION PATRIOTICA,0,3566767,Partido Unión Patriótica (sin coalición)
OSCAR ANDRES ARANCIBIA ARANCIBIA,1900000,DIPUTADO,5,VILLA ALEMANA,INDEPENDIENTE,0,1900000,Independiente
ANDRES LONGTON HERRERA,70459806,DIPUTADO,5,QUILPUE,RENOVACION NACIONAL,0,70459806,Chile Vamos
DANIEL VERDESSI BELEMMI,27272200,DIPUTADO,5,QUILPUE,PARTIDO DEMOCRATA CRISTIANO,0,27272200,Nueva Mayoría
CAROLINA MARZAN PINTO,14450000,DIPUTADO,5,QUILPUE,PARTIDO POR LA DEMOCRACIA,0,14450000,Nueva Mayoría
DIEGO IBANEZ COTRONEO,9910600,DIPUTADO,5,QUILPUE,PARTIDO HUMANISTA,0,9910600,Frente Amplio
ASHLY TAMARA VENEGAS CLOBARES,2237518,DIPUTADO,5,QUILPUE,AMPLITUD,0,2237518,Sumemos
PABLO RECABAL MATURANA,2773424,DIPUTADO,5,QUILPUE,UNION PATRIOTICA,0,2773424,Partido Unión Patriótica (sin coalición)
FIDEL RODRIGO CUETO ROSALES,11656466,DIPUTADO,5,QUILPUE,REVOLUCION DEMOCRATICA,0,11621008,Frente Amplio
PASTORA ANTONIETA VALDERRAMA VASQUEZ,1234778,DIPUTADO,5,CASABLANCA,AMPLITUD,0,1199320,Sumemos
CHRISTIAN URIZAR MUNOZ,63974860,DIPUTADO,5,QUINTERO,PARTIDO SOCIALISTA DE CHILE,0,63974860,Nueva Mayoría
ANDRES CELIS MONTT,57365440,DIPUTADO,5,CONCON,RENOVACION NACIONAL,0,57365440,Chile Vamos
KATHERINE ARAYA MATUS,34868472,DIPUTADO,5,CONCON,PARTIDO POR LA DEMOCRACIA,0,34868472,Nueva Mayoría
CRESCENCIO ALBERTO LOPEZ PEREZ,2064708,DIPUTADO,5,CONCON,AMPLITUD,0,2029820,Sumemos
ALVARO SANHUEZA MARIPANGUE,7089728,DIPUTADO,5,CONCON,AMPLITUD,0,7043491,Sumemos
NICOLA HADWA SHAHWAN,4318538,DIPUTADO,5,CONCON,INDEPENDIENTE,0,4318538,Independiente
VICTOR TORRES JELDES,85647669,DIPUTADO,5,SAN ANTONIO,PARTIDO DEMOCRATA CRISTIANO,0,82522456,Nueva Mayoría
MILKO ALEJANDRO CARACCIOLO SOTO,24687745,DIPUTADO,5,SAN ANTONIO,PARTIDO IGUALDAD,0,24687745,Frente Amplio
RODRIGO CUEVAS BENITEZ,925458,DIPUTADO,5,SAN ANTONIO,AMPLITUD,0,925458,Sumemos
MARIEL FERNANDA TRIGO VALLEJOS,5134583,DIPUTADO,5,SAN ANTONIO,INDEPENDIENTE,0,5134583,Independiente
CAMILA ROJAS VALDERRAMA,26789928,DIPUTADO,5,SAN ANTONIO,INDEPENDIENTE,0,26789928,Independiente
MARIA JOSE HOFFMANN OPAZO,105223788,DIPUTADO,5,SANTO DOMINGO,UNION DEMOCRATA INDEPENDIENTE,0,105223788,Chile Vamos
JUAN ENRIQUE SOTO ROJAS,1142641,DIPUTADO,5,EL TABO,UNION PATRIOTICA,0,1142641,Partido Unión Patriótica (sin coalición)
KAREN PICHUNANTE CANSECO,12862130,DIPUTADO,5,ALGARROBO,AMPLITUD,0,12862130,Sumemos
LUIS PARDO SAINZ,131419641,DIPUTADO,5,QUILLOTA,RENOVACION NACIONAL,0,131419641,Chile Vamos
WALESKA JACQUELINE CASTILLO LOPEZ,38100430,DIPUTADO,5,QUILLOTA,PARTIDO DEMOCRATA CRISTIANO,0,38100430,Nueva Mayoría
MARCELO SCHILLING RODRIGUEZ,102237696,DIPUTADO,5,QUILLOTA,PARTIDO SOCIALISTA DE CHILE,0,102237196,Nueva Mayoría
MARIO FRANCISCO PEREZ NAVARRO,305306987,DIPUTADO,5,QUILLOTA,PARTIDO RADICAL SOCIALDEMOCRATA,0,305306987,Nueva Mayoría
ELIZABETH ARMSTRONG GONZALEZ,17921192,DIPUTADO,5,QUILLOTA,AMPLITUD,0,17921092,Sumemos
MANUEL ANTONIO CARDENAS CANCINO,28021348,DIPUTADO,5,QUILLOTA,AMPLITUD,0,28021348,Sumemos
NIBALDO GABRIEL PINTO SILVA,1746653,DIPUTADO,5,QUILLOTA,INDEPENDIENTE,0,1746653,Independiente
DONNA HERRERA BARRERA,6998903,DIPUTADO,5,LA CALERA,AMPLITUD,0,6998903,Sumemos
GIOVANNI CALDERON BASSI,20594312,DIPUTADO,5,LA CRUZ,UNION DEMOCRATA INDEPENDIENTE,0,20594312,Chile Vamos
CAMILA FLORES OPORTO,46614865,DIPUTADO,5,LIMACHE,RENOVACION NACIONAL,0,46614865,Chile Vamos
CLAUDIA ARCOS DUARTE,9594500,DIPUTADO,5,LIMACHE,PARTIDO IGUALDAD,0,9594500,Frente Amplio
MARCIA LORENA TAPIA NAVIA,2044471,DIPUTADO,5,LIMACHE,UNION PATRIOTICA,0,2044471,Partido Unión Patriótica (sin coalición)
JOEL ANDRES GONZALEZ VEGA,7935214,DIPUTADO,5,LIMACHE,INDEPENDIENTE,0,7935214,Independiente
FRANCISCA CHAHUAN GAJARDO,6135272,DIPUTADO,5,LIMACHE,INDEPENDIENTE,0,6135272,Independiente
JAVIER MALDONADO CORREA,40733046,DIPUTADO,5,OLMUE,PARTIDO EVOLUCION POLITICA,0,40733046,Chile Vamos
ULISES TOBAR CASSI ,27348764,DIPUTADO,5,PUTAENDO,PARTIDO DEMOCRATA CRISTIANO,0,27344640,Nueva Mayoría
XIMENA MARIA RIVILLO OROSTICA,37380945,DIPUTADO,5,SANTA MARIA,PARTIDO POR LA DEMOCRACIA,0,37380945,Nueva Mayoría
GABRIEL ARANGUIZ BALLESTEROS,11413120,DIPUTADO,5,LLAY-LLAY,PARTIDO PROGRESISTA,0,11413120,Yo Marco por el Cambio
PATRICIO ANTONIO BARROS VIGUERA,2494368,DIPUTADO,5,LOS ANDES,PARTIDO DEMOCRATA CRISTIANO,0,2494368,Nueva Mayoría
MARIANELLA BENAVIDES CARDENAS,22078639,DIPUTADO,5,LOS ANDES,PARTIDO HUMANISTA,0,22078639,Frente Amplio
PEDRO ENRIQUE AVILA SILVA,23105142,DIPUTADO,5,RINCONADA,PARTIDO RADICAL SOCIALDEMOCRATA,0,23105142,Nueva Mayoría
JAVIER MACAYA DANUS,108583703,DIPUTADO,6,RANCAGUA,UNION DEMOCRATA INDEPENDIENTE,0,108583703,Chile Vamos
EDUARDO JAVIER VERGARA BOLBARAN,26850495,DIPUTADO,6,RANCAGUA,PARTIDO POR LA DEMOCRACIA,0,26850285,Nueva Mayoría
JUAN LUIS CASTRO GONZALEZ,72650344,DIPUTADO,6,RANCAGUA,PARTIDO SOCIALISTA DE CHILE,0,72650344,Nueva Mayoría
MORIN CONTRERAS CONCHA,45907511,DIPUTADO,6,RANCAGUA,PARTIDO SOCIALISTA DE CHILE,0,45907511,Nueva Mayoría
OSCAR AVILA MENDEZ,27659453,DIPUTADO,6,RANCAGUA,PARTIDO SOCIALISTA DE CHILE,0,27659453,Nueva Mayoría
RODOLFO ARTURO NUNEZ BUSTAMANTE,10919136,DIPUTADO,6,RANCAGUA,PARTIDO COMUNISTA DE CHILE,0,10919136,Nueva Mayoría
JOAQUIN ARDUENGO NAREDO,928400,DIPUTADO,6,RANCAGUA,PARTIDO HUMANISTA,0,928400,Frente Amplio
